folioviv,foliohog,numren,id_trabajo,tipoact,cose_cria,prep_deriv,otro_pago,fpago_1,fpago_2,fpago_3,fpago_4,fpago_5,fpago_6,fpago_7,fpago_8,nofpago,t_emp,h_emp,m_emp,t_cpago,h_cpago,m_cpago,t_ispago,h_ispago,m_ispago,t_nispago,h_nispago,m_nispago,valrema,valproc,apoyo,apoyo_1,apoyo_2,apoyo_3,apoyo_4,apoyo_5,apoyo_6,apoyo_7,apoyo_8,proagro,mesproc,progan,mesprogan,nvo_apoyo,nvo_prog1,nvo_act1,nvo_cant1,nvo_prog2,nvo_act2,nvo_cant2,nvo_prog3,nvo_act3,nvo_cant3,reg_not,reg_cont,ventas,autocons,otrosnom,gasneg,ventas_tri,auto_tri,otros_tri,gasto_tri,ing_tri,ero_tri
3060006202,1,01,1,5,1,1,2,,,,,,,,,6,1,1,0,0, , ,1,1,0,0, , , ,24000,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,0,0,0,1800,0,0,0,445.05,0,445.05
3060006203,1,01,2,4,1,,2,,,,,,,,,6,1,1,0,1,1,0,0, , ,0, , , , ,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,0,0,0,8700,0,0,0,2151.09,0,2151.09
3060006206,1,01,1,4,1,,2,,,,,,,,,6,0, , , , , , , , , , , ,65, ,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,1600,1780,0,2070,395.6,440.1,0,511.81,323.4,0
3060006407,1,01,1,4,1,,2,,,,,,,,,1,1,1,0,1,1,0,0, , ,0, , , ,3000,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,4160,3000,0,3000,1017.39,733.69,0,733.69,1015.43,0
3060006410,1,01,1,4,1,,2,,,,,,,,,1,0, , , , , , , , , , , , ,1000,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,3000,2598,0,1000,733.69,635.38,0,244.56,1124.02,0
3060006412,1,01,1,4,1,,2,,,,,,,,,1,0, , , , , , , , , , , ,1000,2500,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,1820,3120,0,2654,445.1,763.04,0,649.07,557.6,0
3060006412,1,02,1,5,1,1,2,,,,,,,,,6,0, , , , , , , , , , , ,3310,1100,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,357,1725,0,200,87.3,421.87,0,48.91,457.82,0
3060006713,1,01,2,4,1,,2,,,,,,,,,6,0, , , , , , , , , , , ,1600, ,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,4500,4710,0,15500,1106.55,1158.19,0,3811.47,0,1546.22
3060006715,1,01,1,4,1,,2,,,,,,,,,6,0, , , , , , , , , , , ,300,2000,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,0,1900,0,170,0,467.21,0,41.8,424.91,0
3060006716,1,02,2,5,1,1,2,,,,,,,,,6,0, , , , , , , , , , , ,850,480,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,0,1800,0,3400,0,442.62,0,836.06,0,392.45
3060006718,1,01,2,4,1,,2,,,,,,,,,6,0, , , , , , , , , , , , , ,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,0,0,0,200,0,0,0,49.18,0,47.21
3060006718,1,02,2,5,1,1,2,,,,,,,,,7,0, , , , , , , , , , , ,1250,500,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,0,1470,0,3350,0,361.47,0,823.77,0,460.32
3060006919,1,02,1,5,1,1,2,,,,,,,,,6,0, , , , , , , , , , , ,1500,175,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,0,3870,0,3254,0,946.46,0,795.81,149.67,0
3060006921,1,03,1,5,1,1,2,,,,,,,,,6,0, , , , , , , , , , , ,2600,150,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,1772,6408,0,7028,433.36,1567.17,0,1718.8,281.73,0
3060006922,1,02,2,5,1,1,2,,,,,,,,,6,0, , , , , , , , , , , , , ,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,1550,2672,0,3200,379.07,653.47,0,782.6,249.45,0
3060006924,1,01,1,5,1,1,2,,,,,,,,,6,0, , , , , , , , , , , ,102000,6000,2, , , , , , , , , ,, ,,1,2001,5,74250, , , , , , ,2,4,64800,0,0,10600,15847.82,0,0,2592.39,13253.47,0
3060006924,1,02,1,5,1,1,2,,,,,,,,,6,0, , , , , , , , , , , ,500, ,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,2,0,1800,0,896,0,440.21,0,219.13,220.1,0
3060007301,1,01,1,4,1,,2,,,,,,,,,6,0, , , , , , , , , , , , ,15000,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,0,0,0,400,0,0,0,97.82,0,96.84
3060007303,1,01,1,4,1,,2,,,,,,,,,6,0, , , , , , , , , , , , ,10000,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,0,0,0,690,0,0,0,168.74,0,167.28
3060007305,1,02,2,5,1,1,2,,,,,,,,,6,0, , , , , , , , , , , ,1600,200,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,1600,2000,0,2350,391.3,489.13,0,574.72,305.21,0
3060007306,1,01,2,4,1,,2,,,,,,,,,6,1,1,0,0, , ,0, , ,1,1,0, ,6000,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,0,0,0,450,0,0,0,110.05,0,108.58
3060007306,1,02,1,5,1,1,2,,,,,,,,,6,0, , , , , , , , , , , ,800, ,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,180,1520,0,700,44.02,371.73,0,171.19,243.58,0
3060008301,1,01,2,4,1,,2,,,,,,,,,1,0, , , , , , , , , , , ,125,500,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,4000,375,0,500,978.26,91.71,0,122.28,944.99,0
3060008509,1,01,2,4,1,,2,,,,,,,,,1,0, , , , , , , , , , , , , ,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,0,0,0,3900,0,0,0,953.8,0,953.8
3060008512,1,01,2,4,1,,2,,,,,,,,,1,0, , , , , , , , , , , , ,5000,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,13500,1200,0,3100,3301.63,293.47,0,758.15,2834.99,0
3060008713,1,01,1,4,1,,2,,,,,,,,,6,0, , , , , , , , , , , , ,1500,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,0,0,0,400,0,0,0,98.36,0,97.37
3060008713,1,01,1,5,1,2,2,,,,,,,,,5,0, , , , , , , , , , , ,15000, ,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,0,0,0,0,0,0,0,0,0,0
3060008924,1,02,1,5,1,2,2,,,,,,,,,1,0, , , , , , , , , , , , , ,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,0,4300,0,5000,0,1051.63,0,1222.82,0,170.21
3060009206,1,01,2,4,1,,2,,,,,,,,,5,2,2,0,0, , ,2,2,0,0, , , , ,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,36000,675,0,34000,8901.09,166.89,0,8406.59,658.68,0
3060009407,1,01,1,4,1,,2,,,,,,,,,1,2,2,0,0, , ,1,1,0,1,1,0, ,8200,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,54000,1800,0,11870,13206.52,440.21,0,2902.98,10741.3,0
3060009407,1,02,1,5,1,1,2,,,,,,,,,7,0, , , , , , , , , , , ,3030,1225,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,980,1560,0,5460,239.67,381.52,0,1335.32,0,713.15
3060009408,1,01,1,4,1,,2,,,,,,,,,6,0, , , , , , , , , , , , ,15000,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,67500,0,0,39900,16508.15,0,0,9758.15,6749.99,0
3060009410,1,01,1,4,1,,2,,,,,,,,,6,2,2,0,0, , ,2,2,0,0, , , ,10000,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,56250,0,0,43400,13756.79,0,0,10614.13,3140.21,0
3060009412,1,01,2,4,1,,2,,,,,,,,,5,1,1,0,1,1,0,0, , ,0, , , ,22000,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,49950,0,0,18200,12216.03,0,0,4451.08,7762.49,0
3060009613,1,01,1,4,1,,2,,,,,,,,,6,3,3,0,3,3,0,0, , ,0, , , ,41000,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,25320,380,0,92910,6226.22,93.44,0,22846.72,0,16524.59
3060009615,1,01,1,4,1,,2,,,,,,,,,6,3,3,0,3,3,0,0, , ,0, , , ,5000,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,0,33850,0,29500,0,8323.77,0,7254.09,1068.19,0
3060009617,1,01,2,4,1,,2,,,,,,,,,6,2,2,0,2,2,0,0, , ,0, , , ,17500,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,27320,30,0,34060,6718.03,7.37,0,8375.4,0,1649.5
3060009820,1,02,2,5,1,1,2,,,,,,,,,1,0, , , , , , , , , , , ,1900,450,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,1506,1286,0,3420,370.32,316.22,0,840.98,0,153.44
3060009821,1,03,2,4,1,,2,,,,,,,,,1,2,2,0,2,2,0,0, , ,0, , , ,8000,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,30000,500,0,19975,7377.04,122.95,0,4911.88,2587.86,0
3060009822,1,01,2,4,1,,2,,,,,,,,,1,2,2,0,0, , ,0, , ,2,2,0, ,3000,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,8750,6615,0,2930,2151.63,1626.63,0,720.49,3057.04,0
3060009823,1,02,2,4,1,,2,,,,,,,,,1,0, , , , , , , , , , , , ,8000,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,45000,0,0,30400,11065.57,0,0,7475.4,3588.19,0
3060009824,1,02,1,4,1,,2,,,,,,,,,1,2,2,0,2,2,0,0, , ,0, , , ,6605,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,0,0,0,6605,0,0,0,1624.18,0,1622.95
3060010019,1,01,2,4,1,,2,,,,,,,,,6,1,1,0,1,1,0,0, , ,0, , , ,4000,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,400,5750,0,4420,97.82,1406.24,0,1080.97,422.6,0
3060010020,1,01,2,4,1,,2,,,,,,,,,6,1,1,0,0, , ,0, , ,1,1,0, ,5200,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,5395,10790,0,3512,1319.42,2638.85,0,858.91,3099.13,0
3060010020,1,02,1,5,1,1,2,,,,,,,,,6,0, , , , , , , , , , , ,5000,400,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,3024,5196,0,1075,739.56,1270.76,0,262.9,1746.19,0
3060010024,1,01,2,4,1,,2,,,,,,,,,6,4,4,0,4,4,0,0, , ,0, , , ,60000,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,119000,700,0,101400,29103.26,171.19,0,24798.91,4475.54,0
3060010302,1,02,2,4,1,,2,,,,,,,,,7,0, , , , , , , , , , , , ,1000,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,0,700,0,1620,0,171.19,0,396.19,0,223.04
3060010304,1,01,2,4,1,,2,,,,,,,,,1,0, , , , , , , , , , , , ,150,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,1150,40,0,480,281.24,9.78,0,117.39,173.15,0
3060010507,1,01,2,4,1,,2,,,,,,,,,6,0, , , , , , , , , , , , ,5000,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,39000,0,0,15000,9538.04,0,0,3668.47,5869.56,0
3060010510,1,01,2,4,1,,1,,,,,,6,,,,0, , , , , , , , , , , ,500,2850,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,0,585,0,1320,0,143.07,0,322.82,0,179.02
3060010511,1,01,1,4,1,,2,,,,,,,,,6,0, , , , , , , , , , , , ,10000,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,21500,0,0,6850,5258.15,0,0,1675.27,3580.43,0
3060010512,1,01,1,4,1,,2,,,,,,,,,6,0, , , , , , , , , , , , ,25000,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,75000,0,0,11500,18342.39,0,0,2812.49,15527.93,0
3060010716,1,01,1,4,1,,2,,,,,,,,,6,1,1,0,0, , ,1,1,0,0, , , ,15000,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,25000,250,0,3850,6147.54,61.47,0,946.72,5261.31,0
3060011201,1,01,1,4,1,,2,,,,,,,,,1,0, , , , , , , , , , , , , ,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,67935,0,0,6450,16797.11,0,0,1594.78,15200.1,0
3060011202,1,01,2,4,1,,2,,,,,,,,,1,1,1,0,0, , ,1,1,0,0, , , , ,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,15000,250,0,1950,3708.79,61.81,0,482.14,3287.47,0
3060011203,1,01,2,4,1,,1,1,,,,,,,,,0, , , , , , , , , , , , , ,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,31820,297,0,9470,7867.58,73.43,0,2341.48,5598.79,0
3060011206,1,01,1,4,1,,2,,,,,,,,,1,2,2,0,2,2,0,0, , ,0, , , , ,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,26600,60,0,14750,6576.92,14.83,0,3646.97,2943.29,0
3060011407,1,01,2,4,1,,2,,,,,,,,,2,0, , , , , , , , , , , , ,4500,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,3,18400,110,0,6600,4499.99,26.9,0,1614.13,2911.3,0
3060011408,1,02,1,5,1,1,2,,,,,,,,,1,0, , , , , , , , , , , ,1300,1600,1, , , , , , , ,2400, ,, ,,2, , , , , , , , , ,2,4,0,769,0,240,0,188.07,0,58.69,129.13,0
3060011409,1,01,1,4,1,,2,,,,,,,,,1,4,4,0,4,4,0,0, , ,0, , , ,22000,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,28590,695,0,42050,6992.11,169.97,0,10283.96,0,3119.67
3060011409,1,01,1,5,1,2,2,,,,,,,,,1,4,4,0,4,4,0,0, , ,0, , ,51000,12800,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,22500,3000,0,10500,5502.71,733.69,0,2567.93,3668.47,0
3060011410,1,01,2,4,1,,2,,,,,,,,,5,0, , , , , , , , , , , , ,3500,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,15000,956,0,4295,3668.47,233.8,0,1050.4,2849.67,0
3060011411,1,01,2,5,1,1,2,,,,,,,,,6,0, , , , , , , , , , , ,800, ,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,0,657,0,1065,0,160.67,0,260.46,0,99.78
3060011618,1,02,1,5,1,2,2,,,,,,,,,6,0, , , , , , , , , , , , ,12000,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,0,0,0,17800,0,0,0,4377.04,0,4376.06
3060011921,1,01,1,4,1,,2,,,,,,,,,1,2,2,0,0, , ,0, , ,2,2,0, ,1800,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,3,40500,280,0,22600,9904.89,68.47,0,5527.17,4446.19,0
3060011921,1,01,1,5,1,2,1,,2,,,,,,,,0, , , , , , , , , , , ,20000,7500,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,3,18000,0,0,31000,4402.17,0,0,7581.52,0,3178.36
3060012019,1,01,2,4,1,,2,,,,,,,,,1,0, , , , , , , , , , , ,140,6000,2, , , , , , , , ,6000,03, ,,2, , , , , , , , , ,2,4,7000,0,0,3000,1711.95,0,0,733.69,977.28,0
3060012020,1,01,1,4,1,,2,,,,,,,,,6,0, , , , , , , , , , , ,500,10000,2, , , , , , , , ,6000,03, ,,2, , , , , , , , , ,2,4,139300,350,0,7400,34067.93,85.59,0,1809.78,32341.3,0
3060012021,1,03,2,4,1,,2,,,,,,,,,6,1,1,0,0, , ,1,1,0,0, , ,400,10000,2, , , , , , , , ,6000,03, ,,2, , , , , , , , , ,2,4,29580,420,0,3000,7234.23,102.71,0,733.69,6603.26,0
3060012301,1,01,1,4,1,,2,,,,,,,,,2,2,2,0,2,2,0,0, , ,0, , , ,21000,2, , , , , , , , ,7000,03, ,,1,2013,4,6600, , , , , , ,2,4,35820,1130,0,33500,8760.32,276.35,0,8192.93,842.28,0
3060012301,1,02,1,4,1,,2,,,,,,,,,2,1,1,0,1,1,0,0, , ,0, , , ,10000,2, , , , , , , , ,7300,03, ,,1,2013,4,2800, , , , , , ,2,4,68800,1400,0,49480,16826.08,342.39,0,12101.08,5065.43,0
3060012302,1,02,1,4,1,,2,,,,,,,,,2,0, , , , , , , , , , , ,3750,9000,2, , , , , , , , ,7000,03, ,,1,2013,4,3600, , , , , , ,2,4,12750,425,0,9900,3118.2,103.94,0,2421.19,798.26,0
3060012304,1,01,1,4,1,,2,,,,,,,,,5,0, , , , , , , , , , , , ,20000,2, , , , , , , , ,7000,03, ,,1,2013,4,4200, , , , , , ,2,4,27720,280,0,48100,6779.34,68.47,0,11763.58,0,4915.76
3060012306,1,02,2,4,1,,2,,,,,,,,,2,0, , , , , , , , , , , , ,20000,2, , , , , , , , ,7000,03, ,,1,2013,4,5400, , , , , , ,2,4,6210,360,0,3050,1518.74,88.04,0,745.92,859.89,0
3060012507,1,01,1,4,1,,2,,,,,,,,,6,1,1,0,0, , ,1,1,0,0, , ,1125,12000,2, , , , , , , , ,6200,03, ,,1,2011,4,4200, , , , , , ,2,4,252000,1080,0,146600,61630.43,264.13,0,35853.26,26040.32,0
3060012507,2,01,1,4,1,,2,,,,,,,,,1,1,0,1,0, , ,1,0,1,0, , ,280,9000,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,108000,1350,0,42950,26413.04,330.16,0,10504.07,16238.15,0
3060012507,2,01,1,5,1,1,2,,,,,,,,,6,1,0,1,0, , ,1,0,1,0, , ,2900, ,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,150,2070,0,1643,36.68,506.24,0,401.82,140.86,0
3060012508,1,01,2,4,1,,2,,,,,,,,,6,0, , , , , , , , , , , ,2450,7000,2, , , , , , , , ,6200,03, ,,1,2011,4,6000, , , , , , ,2,4,44000,2000,0,10290,10760.86,489.13,0,2516.57,8730.97,0
3060012509,1,01,1,4,1,,2,,,,,,,,,6,2,2,0,1,1,0,1,1,0,0, , ,224, ,2, , , , , , , , ,6200,03, ,,1,2011,4,6000, , , , , , ,2,4,252000,900,0,155555,61630.43,220.1,0,38043.34,23806.95,0
3060012509,1,01,1,5,1,1,2,,,,,,,,,6,1,1,0,0, , ,1,1,0,0, , ,10460,600,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,640,2158,0,6570,156.52,527.77,0,1606.79,0,921.52
3060012510,1,02,1,4,1,,2,,,,,,,,,1,1,0,1,0, , ,1,0,1,0, , , ,5000,2, , , , , , , , ,6500,03, ,,1,2011,4,6000, , , , , , ,2,4,45000,0,0,32200,11005.43,0,0,7874.99,3128.47,0
3060012511,1,01,2,4,1,,2,,,,,,,,,6,1,1,0,0, , ,1,1,0,0, , ,2016,5000,2, , , , , , , , ,6500,03, ,,1,2011,4,5400, , , , , , ,2,4,37240,2000,0,13940,9107.6,489.13,0,3409.23,6186.52,0
3060012512,1,01,2,4,1,,2,,,,,,,,,6,1,1,0,1,1,0,0, , ,0, , ,5600,6000,2, , , , , , , , ,6200,03, ,,1,2011,4,5400, , , , , , ,2,3,62400,1575,0,24780,15260.86,385.19,0,6060.32,9584.99,0
3060012813,1,01,2,4,1,,2,,,,,,,,,5,4,2,2,0, , ,0, , ,4,2,2,6000,9000,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,2676,8324,0,3725,658.03,2046.88,0,915.98,1788.19,0
3060012815,1,01,1,5,1,1,2,,,,,,,,,6,0, , , , , , , , , , , ,1050, ,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,7028,1454,0,1482,1728.19,357.54,0,364.42,1720.32,0
3060013201,1,01,1,4,1,,2,,,,,,,,,2,0, , , , , , , , , , , , , ,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,0,36500,0,2900,0,9024.72,0,717.03,8307.69,0
3060013202,1,01,1,4,1,,2,,,,,,,,,1,0, , , , , , , , , , , , ,12475,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,2,9100,0,0,2925,2249.99,0,0,723.21,1525.05,0
3060013203,1,01,1,4,1,,2,,,,,,,,,1,1,1,0,1,1,0,0, , ,0, , , ,200,2, , , , , , , , ,6000,04, ,,2, , , , , , , , , ,2,4,41400,2510,0,21375,10236.26,620.6,0,5285.02,5569.12,0
3060013204,1,01,1,4,1,,2,,,,,,,,,2,0, , , , , , , , , , , , , ,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,14980,1820,0,8010,3703.84,449.99,0,1980.49,2171.86,0
3060013407,1,01,1,4,1,,2,,,,,,,,,6,0, , , , , , , , , , , , ,35000,2, , , , , , , , , ,, ,,1,2011,4,6000,2015,4,7000, , , ,2,4,86656,2216,0,12240,21193.04,541.95,0,2993.47,18741.52,0
3060013409,1,01,2,5,1,1,2,,,,,,,,,6,0, , , , , , , , , , , ,2200,800,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,990,1965,0,1500,242.11,480.57,0,366.84,355.1,0
3060013411,1,01,1,4,1,,1,,2,,,,,,,,1,1,0,1,1,0,0, , ,0, , ,12000,6200,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,199250,3260,0,100000,48729.61,797.28,0,24456.52,25068.91,0
3060013411,1,01,1,5,1,1,2,,,,,,,,,6,0, , , , , , , , , , , ,3600,1100,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,0,450,0,684,0,110.05,0,167.28,0,55.76
3060013714,1,01,1,4,1,,2,,,,,,,,,2,1,1,0,1,1,0,0, , ,0, , , ,5550,2, , , , , , , , , ,, ,,1,2013,4,3300, , , , , , ,2,4,3500,340,0,3000,860.65,83.6,0,737.7,206.55,0
3060013717,1,01,2,4,1,,2,,,,,,,,,2,0, , , , , , , , , , , , ,40000,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,9790,110,0,4500,2407.37,27.04,0,1106.55,1327.86,0
3060013718,1,01,1,4,1,,2,,,,,,,,,1,0, , , , , , , , , , , , ,48000,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,13036,1190,0,1275,3205.57,292.62,0,313.52,3183.93,0
3060013919,1,01,2,5,1,1,2,,,,,,,,,6,0, , , , , , , , , , , ,2200,280,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,1344,336,0,4540,328.69,82.17,0,1110.32,0,698.47
3060013921,1,01,2,5,1,1,2,,,,,,,,,6,1,0,1,0, , ,1,0,1,0, , ,20000,42640,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,47570,6230,0,28660,11633.96,1523.64,0,7009.23,6148.36,0
3060013922,1,01,1,4,1,,2,,,,,,,,,6,3,3,0,3,3,0,0, , ,0, , ,3500,38800,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,73500,350,0,48600,17975.54,85.59,0,11885.86,6174.78,0
3060013923,1,01,2,5,1,1,2,,,,,,,,,6,1,0,1,0, , ,1,0,1,0, , ,45700,2700,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,26150,6180,0,15950,6395.38,1511.41,0,3900.81,4005.97,0
3060014608,1,01,2,4,1,,2,,,,,,,,,6,0, , , , , , , , , , , ,3500,450,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,2580,520,0,950,634.42,127.86,0,233.6,528.19,0
3060014609,1,01,2,5,1,2,2,,,,,,,,,6,1,0,1,0, , ,1,0,1,0, , ,9000,14000,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,35000,0,0,21660,8606.55,0,0,5326.22,3278.36,0
3060014816,1,02,1,5,1,1,2,,,,,,,,,6,0, , , , , , , , , , , ,1620,880,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,4360,320,0,2560,1072.13,78.68,0,629.5,519.34,0
3060015201,1,01,1,4,1,,2,,,,,,,,,6,0, , , , , , , , , , , , ,20000,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,40000,0,0,4800,9890.1,0,0,1186.81,8702.3,0
3060015203,1,01,1,4,1,,2,,,,,,,,,6,2,2,0,2,2,0,0, , ,0, , , ,10000,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,9500,11200,0,5900,2348.9,2769.23,0,1458.79,3658.35,0
3060015203,1,02,2,5,1,2,2,,,,,,,,,6,0, , , , , , , , , , , ,14000,4000,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,12000,2000,0,15500,2967.03,494.5,0,3832.41,0,370.87
3060015204,1,02,1,5,1,1,2,,,,,,,,,6,0, , , , , , , , , , , ,1400, ,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,1020,1980,0,3000,252.19,489.56,0,741.75,0,0
3060015205,1,02,2,4,1,,2,,,,,,,,,6,0, , , , , , , , , , , , ,8000,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,6900,3180,0,2700,1706.04,786.26,0,667.58,1824.72,0
3060015206,1,01,1,4,1,,2,,,,,,,,,6,1,1,0,0, , ,1,1,0,0, , , ,18000,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,1800,6675,0,3290,445.05,1650.41,0,813.46,1281.75,0
3060015206,1,04,1,4,1,,2,,,,,,,,,6,2,2,0,1,1,0,1,1,0,0, , , ,15000,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,0,0,0,4250,0,0,0,1050.82,0,1050.32
3060015507,1,01,1,4,1,,2,,,,,,,,,6,1,1,0,1,1,0,0, , ,0, , ,3200,30000,2, , , , , , , , ,6000,04, ,,1,2011,4,4800, , , , , , ,2,3,45000,2433,0,14620,11005.43,595.02,0,3575.54,8023.69,0
3060015507,1,01,1,5,1,2,2,,,,,,,,,6,0, , , , , , , , , , , ,18000,3600,2, , , , , , , , ,6000,04, ,,2, , , , , , , , , ,2,4,0,0,0,4460,0,0,0,1090.76,0,1088.8
3060015509,1,01,1,4,1,,2,,,,,,,,,6,2,2,0,2,2,0,0, , ,0, , , ,1500,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,0,210,0,900,0,51.35,0,220.1,0,167.28
3060015511,1,02,1,5,1,1,2,,,,,,,,,6,0, , , , , , , , , , , ,800,600,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,220,1020,0,3000,53.8,249.45,0,733.69,0,428.47
3060015512,1,02,2,5,1,1,2,,,,,,,,,6,0, , , , , , , , , , , ,700,560,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,150,1620,0,6120,36.68,396.19,0,1496.73,0,1062.39
3060015714,1,01,2,4,1,,2,,,,,,,,,6,0, , , , , , , , , , , , ,7000,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,13500,4480,0,7200,3319.67,1101.63,0,1770.49,2649.83,0
3060015922,1,01,1,4,1,,2,,,,,,,,,6,1,1,0,0, , ,1,1,0,0, , ,1600, ,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,1400,3150,0,2290,342.39,770.38,0,560.05,551.73,0
3060015922,1,02,1,5,1,2,2,,,,,,,,,7,0, , , , , , , , , , , ,2800,2500,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,0,5500,0,5520,0,1345.1,0,1349.99,0,2.93
3060015923,1,01,2,4,1,,2,,,,,,,,,6,0, , , , , , , , , , , ,4000, ,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,8800,3100,0,2400,2152.17,758.15,0,586.95,2321.41,0
